Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI,Source_File
1998-01-01,53.70169491525424,765.5966101694916,326.1796610169491,99.07457627118644,353.06101694915253,223.6338983050848,monthly_daylight_avg_623099_40.01_-99.74_1998.csv
1998-02-01,66.50699300699301,788.5594405594405,414.75174825174827,120.25524475524476,354.1468531468532,272.3286713286713,monthly_daylight_avg_623099_40.01_-99.74_1998.csv
1998-03-01,83.55890410958904,776.3342465753425,500.66301369863015,141.2164383561644,375.31780821917806,347.1123287671233,monthly_daylight_avg_623099_40.01_-99.74_1998.csv
1998-04-01,94.08997429305911,764.3650385604113,567.5167095115681,161.0745501285347,435.53727506426736,430.6426735218509,monthly_daylight_avg_623099_40.01_-99.74_1998.csv
1998-05-01,100.4153498871332,708.6523702031602,576.0902934537246,155.09255079006772,498.6591422121896,496.87133182844246,monthly_daylight_avg_623099_40.01_-99.74_1998.csv
1998-06-01,85.39333333333333,736.0911111111111,581.86,124.52444444444444,540.1466666666666,493.7111111111111,monthly_daylight_avg_623099_40.01_-99.74_1998.csv
1998-07-01,100.57174887892376,685.5179372197309,565.0336322869955,157.52242152466368,414.2937219730942,441.5134529147982,monthly_daylight_avg_623099_40.01_-99.74_1998.csv
1998-08-01,92.9471153846154,710.6418269230769,547.5721153846154,139.23317307692307,524.9903846153846,472.3245192307692,monthly_daylight_avg_623099_40.01_-99.74_1998.csv
1998-09-01,80.0679347826087,731.1114130434783,498.0625,111.07608695652172,558.0516304347826,430.5217391304348,monthly_daylight_avg_623099_40.01_-99.74_1998.csv
1998-10-01,63.94705882352941,760.4147058823529,422.5911764705882,105.54117647058824,489.7617647058824,335.1029411764706,monthly_daylight_avg_623099_40.01_-99.74_1998.csv
1998-11-01,60.21631205673759,760.0354609929078,351.5354609929078,92.58156028368796,384.6595744680851,240.2624113475177,monthly_daylight_avg_623099_40.01_-99.74_1998.csv
1998-12-01,50.54838709677419,781.6129032258065,307.3440860215054,90.85663082437276,456.89964157706095,243.69175627240145,monthly_daylight_avg_623099_40.01_-99.74_1998.csv
1999-01-01,56.30847457627119,746.2101694915254,321.81694915254235,107.69152542372882,323.6745762711864,222.4067796610169,monthly_daylight_avg_623099_40.01_-99.74_1999.csv
1999-02-01,58.52097902097902,825.56993006993,419.85664335664336,109.1993006993007,519.5174825174826,347.65034965034965,monthly_daylight_avg_623099_40.01_-99.74_1999.csv
